Department,Department Name,Division,Gender,Base Salary,How much pay for overtime/year?
POL,Department of Police,MSB Training and Education Division,M,52500,151.45
POL,Department of Police,Patrol Services Bureau,F,64486.9,0
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,98380.43,0
POL,Department of Police,FSB Animal Services Division,M,44421.95,0
POL,Department of Police,MSB Communications Division,M,52561.43,9195.15
POL,Department of Police,PSB 4th District Patrol,M,71157,5804.38
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,67501.9,4372.17
POL,Department of Police,FSB Traffic Division School Safety Section,F,21091.8,0
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,58815.77,0
POL,Department of Police,FSB Traffic Division School Safety Section,M,21091.8,0
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,68938.12,0
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,74252.1,0
POL,Department of Police,PSB 6th District Patrol,M,73647,9327.75
POL,Department of Police,PSB 4th District Patrol,M,73647,0
POL,Department of Police,PSB 5th District Patrol,M,73647,9252.03
POL,Department of Police,PSB 5th District Community Action Team,M,73647,16279.22
POL,Department of Police,PSB 5th District Community Action Team,M,73647,6038.63
POL,Department of Police,PSB 6th District Patrol,M,73647,8205.13
POL,Department of Police,PSB 3rd District Patrol,M,73647,6178.61
POL,Department of Police,PSB 1st District Patrol,M,73647,0
POL,Department of Police,PSB 4th District Patrol,M,73647,22439.7
POL,Department of Police,PSB 4th District Patrol,M,73647,13440.29
POL,Department of Police,PSB 3rd District Patrol,M,73647,8807.7
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,56883.57,2287.07
POL,Department of Police,PSB 3rd District Patrol,M,73647,5938.15
POL,Department of Police,ISB Criminal Investigations Division 6th District Investigative Section,M,73647,5629.26
POL,Department of Police,PSB 4th District Patrol,M,73647,11373.53
POL,Department of Police,PSB 6th District Patrol,M,73647,623.92
POL,Department of Police,PSB 3rd District Patrol,M,76227,20997.95
POL,Department of Police,ISB Criminal Investigations Division Central Auto Theft Section,F,73647,7432.27
POL,Department of Police,PSB 6th District Patrol,M,72595,4453.86
POL,Department of Police,PSB 3rd District Patrol,M,73647,7393.96
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,73647,13327.63
POL,Department of Police,PSB 4th District Patrol,M,73647,17151.55
POL,Department of Police,PSB 6th District Patrol,M,73647,7237.79
POL,Department of Police,PSB 4th District Patrol,M,73647,9739.23
POL,Department of Police,PSB 4th District Patrol,M,87473,20416.01
POL,Department of Police,PSB 3rd District Patrol,M,73647,21041.18
POL,Department of Police,PSB 2nd District Patrol,F,73647,0
POL,Department of Police,PSB 1st District Patrol,M,73647,16755.75
POL,Department of Police,PSB 6th District Community Action Team,M,76227,20218.02
POL,Department of Police,PSB 3rd District Patrol,M,73647,7004.86
POL,Department of Police,PSB 6th District Patrol,F,73647,6733.06
POL,Department of Police,PSB 5th District Patrol,M,73647,11339.2
POL,Department of Police,MSB Communications Division,F,67843.11,11742.28
POL,Department of Police,FSB Traffic Division School Safety Section,M,21829.66,123.18
POL,Department of Police,ISB Criminal Investigations Division 1st District Investigative Section,M,87473,14703.51
POL,Department of Police,PSB 2nd District Traffic Squad,M,78894,2241.2
POL,Department of Police,PSB 4th District Patrol,M,78894,5150.1
POL,Department of Police,PSB 4th District Patrol,M,87473,0
POL,Department of Police,PSB 3rd District Patrol,M,78894,0
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,104680,2620.98
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,F,104680,3488.6
POL,Department of Police,FSB Animal Services Division,F,50962.86,2333.03
POL,Department of Police,MSB Management and Budget Division,M,77409.31,553.93
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.18,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,21830.01,0
POL,Department of Police,FSB Animal Services Division,F,64849.95,5137.89
POL,Department of Police,FSB Animal Services Division,M,64849.95,43161.38
POL,Department of Police,FSB Animal Services Division,F,68092.45,5705.11
POL,Department of Police,MSB Training and Education Division,M,52500,1079.14
POL,Department of Police,PSB 4th District Patrol,M,51978.36,889.07
POL,Department of Police,PSB 3rd District Patrol,F,71157,559.29
POL,Department of Police,PSB 4th District Patrol,M,71157,5664.98
POL,Department of Police,PSB 4th District Patrol,M,71157,3165.23
POL,Department of Police,PSB 1st District Patrol,F,71157,8875.5
POL,Department of Police,PSB 3rd District Patrol,M,76227,4467.3
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,M,71157,3989.78
POL,Department of Police,PSB 2nd District Patrol,F,71157,3299.54
POL,Department of Police,PSB 4th District Patrol,M,71157,11915.26
POL,Department of Police,PSB 4th District Patrol,M,71157,25.67
POL,Department of Police,PSB 4th District Patrol,M,71157,10075.69
POL,Department of Police,PSB 5th District Patrol,M,84515,1584.71
POL,Department of Police,PSB 4th District Patrol,M,71157,6486.05
POL,Department of Police,PSB 1st District Patrol,F,71157,0
POL,Department of Police,PSB 5th District Educational Facilities Officers,M,71157,1000.71
POL,Department of Police,PSB 4th District Special Assignment Team,M,71157,15421.49
POL,Department of Police,PSB 3rd District Educational Facilities Officers,M,71157,5131.73
POL,Department of Police,PSB 3rd District Patrol,F,71157,10860.76
POL,Department of Police,PSB 6th District Patrol,F,71157,205.27
POL,Department of Police,PSB 3rd District Community Action Team,M,71157,22015.24
POL,Department of Police,PSB 4th District Patrol,F,71157,0
POL,Department of Police,PSB 4th District Special Assignment Team,M,71157,15465.01
POL,Department of Police,PSB 2nd District Patrol,M,71157,9869.51
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,71157,14696.11
POL,Department of Police,PSB 4th District Patrol,M,71157,9966.08
POL,Department of Police,PSB 5th District Community Action Team,F,71157,7055.17
POL,Department of Police,PSB 3rd District Patrol,M,73647,2334.35
POL,Department of Police,PSB 4th District Patrol,F,71157,7690.29
POL,Department of Police,PSB 2nd District Patrol,M,71157,4038.42
POL,Department of Police,PSB 4th District Patrol,F,71157,1513.91
POL,Department of Police,PSB 4th District Patrol,M,71157,7296.71
POL,Department of Police,PSB 6th District Patrol,F,71157,0
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,71157,5870.3
POL,Department of Police,PSB 6th District Patrol,M,71157,15956.85
POL,Department of Police,MSB Information Management and Technology Division,F,69177.76,59981.76
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,F,51593.71,3917.32
POL,Department of Police,MSB Communications Division,F,65347.39,13086.75
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,M,48523.37,2865.95
POL,Department of Police,PSB 1st District Patrol,M,71157,8353.15
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,78582.54,0
POL,Department of Police,MSB Management and Budget Division False Alarm Reduction Unit,M,109761,0
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,53399.48,0
POL,Department of Police,MSB Communications Division,F,72104.78,8155.79
POL,Department of Police,MSB Communications Division,F,54172.67,34320.32
POL,Department of Police,MSB Communications Division,M,65549.81,25396.62
POL,Department of Police,MSB Communications Division,F,65549.81,13056.68
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,M,64486.9,0
POL,Department of Police,PSB 2nd District Patrol,M,74715,13639.52
POL,Department of Police,PSB 3rd District Patrol,M,71157,13463.96
POL,Department of Police,PSB 6th District Community Action Team,M,76227,2777.62
POL,Department of Police,FSB Security Services Division,M,67542.95,24957.22
POL,Department of Police,FSB Security Services Division,M,51593.7,14096.77
POL,Department of Police,MSB Policy and Planning Division,M,99852,140.85
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,F,71157,256.6
POL,Department of Police,PSB 3rd District Patrol,M,71157,2257.77
POL,Department of Police,PSB 4th District Patrol,F,63260,14255.25
POL,Department of Police,ISB Family Crimes Division Family Outreach Section,F,71157,7331.4
POL,Department of Police,PSB 6th District Patrol,F,76227,3592.98
POL,Department of Police,PSB 2nd District Patrol,F,71157,8027.26
POL,Department of Police,PSB 1st District Educational Facilities Officers,M,78894,7731.66
POL,Department of Police,PSB 5th District Patrol,F,71157,1368.74
POL,Department of Police,PSB 4th District Community Action Team,M,71157,3364.68
POL,Department of Police,PSB 4th District Community Action Team,M,71157,13733.12
POL,Department of Police,PSB 4th District Patrol,M,71157,7377.1
POL,Department of Police,PSB 6th District Patrol,M,71157,13265.11
POL,Department of Police,PSB 4th District Patrol,M,71157,4822.89
POL,Department of Police,PSB 3rd District Patrol,M,71157,8887.2
POL,Department of Police,PSB 6th District Patrol,M,84515,542.37
POL,Department of Police,PSB 3rd District Patrol,F,71157,13436.47
POL,Department of Police,PSB 2nd District Community Action Team,M,68751,9680.37
POL,Department of Police,PSB 6th District Patrol,F,71157,446.26
POL,Department of Police,PSB 2nd District Patrol,M,71157,18224.74
POL,Department of Police,PSB 2nd District Patrol,M,71157,0
POL,Department of Police,PSB 5th District Special Assignment Team,M,71157,15284.2
POL,Department of Police,PSB 4th District Patrol,M,71157,8645.31
POL,Department of Police,PSB 4th District Patrol,M,78894,4938.64
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,84515,20450.56
POL,Department of Police,PSB 3rd District Patrol,F,73647,3143.4
POL,Department of Police,PSB 3rd District Patrol,M,71157,10826.97
POL,Department of Police,PSB 6th District Patrol,M,71157,8854.48
POL,Department of Police,PSB 4th District Patrol,M,71157,7512.16
POL,Department of Police,ISB Family Crimes Division Family Outreach Section,M,84515,18664.49
POL,Department of Police,PSB 4th District Patrol,M,71157,794.2
POL,Department of Police,PSB 5th District Patrol,M,71157,18530.32
POL,Department of Police,PSB 4th District Patrol,F,73647,153.95
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,F,71157,3778.93
POL,Department of Police,PSB 4th District Patrol,M,71157,7691.31
POL,Department of Police,PSB 3rd District Patrol,M,68751,3594.78
POL,Department of Police,PSB 6th District Patrol,M,71157,6040.67
POL,Department of Police,PSB 5th District Patrol,M,71157,18139.35
POL,Department of Police,FSB Security Services Division,M,48162.8,2873.48
POL,Department of Police,PSB 4th District Patrol,M,73647,13910.2
POL,Department of Police,PSB 2nd District Patrol,M,71157,9233.02
POL,Department of Police,PSB 1st District Patrol,M,71157,10152
POL,Department of Police,PSB 3rd District Patrol,M,71157,3098.95
POL,Department of Police,PSB 6th District Patrol,F,71157,6500.4
POL,Department of Police,FSB Traffic Division School Safety Section,F,20627.67,0
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,58815.77,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,21091.79,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,21091.79,0
POL,Department of Police,MSB Policy and Planning Division,F,104325.25,0
POL,Department of Police,MSB Information Management and Technology Division,M,86669,3117.51
POL,Department of Police,MSB Management and Budget Division Abandoned Vehicle Section,M,55035.33,2659.01
POL,Department of Police,FSB Animal Services Division,M,64955.24,1839.08
POL,Department of Police,FSB Traffic Division School Safety Section,F,21092.05,0
POL,Department of Police,FSB Animal Services Division,F,62428.38,9776.16
POL,Department of Police,MSB Employee Health and Wellness Division,F,99852,0
POL,Department of Police,FSB Traffic Division School Safety Section,M,21092.05,0
POL,Department of Police,PSB 5th District Patrol,M,71157,4294.2
POL,Department of Police,FSB Animal Services Division,F,75023.3,4110.16
POL,Department of Police,MSB Communications Division,F,65549.78,20548.1
POL,Department of Police,FSB Animal Services Division,F,64487.32,361.47
POL,Department of Police,MSB Management and Budget Division False Alarm Reduction Unit,M,52303.6,0
POL,Department of Police,FSB Animal Services Division,F,72798.84,0
POL,Department of Police,FSB Animal Services Division,M,61589.44,10692.14
POL,Department of Police,FSB Animal Services Division,F,49526.66,50.63
POL,Department of Police,FSB Animal Services Division,F,49526.66,6171.69
POL,Department of Police,FSB Animal Services Division,M,49526.66,1515.77
POL,Department of Police,FSB Animal Services Division,F,56883.44,0
POL,Department of Police,FSB Animal Services Division,F,61589.44,0
POL,Department of Police,FSB Animal Services Division,M,62923.63,117.56
POL,Department of Police,FSB Animal Services Division,F,54479.33,9817.93
POL,Department of Police,FSB Animal Services Division,M,54905.19,1115
POL,Department of Police,FSB Animal Services Division,F,47548.73,1332.74
POL,Department of Police,FSB Animal Services Division,M,64487.32,31.85
POL,Department of Police,FSB Animal Services Division,F,54479.33,0
POL,Department of Police,PSB 6th District Patrol,F,59053,11027.52
POL,Department of Police,MSB Training and Education Division,M,52500,1722.82
POL,Department of Police,PSB 6th District Community Action Team,M,68751,14694.38
POL,Department of Police,PSB 4th District Patrol,M,66424,5550.46
POL,Department of Police,PSB 3rd District Patrol,F,71157,2355.39
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.79,0
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,65421.92,0
POL,Department of Police,PSB 1st District Patrol,M,71157,0
POL,Department of Police,MSB Communications Division,F,63333.12,7022.24
POL,Department of Police,PSB 6th District Patrol,M,68751,7633.68
POL,Department of Police,MSB Communications Division,M,63333.12,9131.51
POL,Department of Police,PSB 6th District Patrol,M,71157,11292.69
POL,Department of Police,PSB 3rd District Patrol,M,68751,1711.95
POL,Department of Police,PSB 1st District Community Action Team,M,66424,7161.86
POL,Department of Police,PSB 2nd District Patrol,M,68751,0
POL,Department of Police,MSB Communications Division,M,63333.12,8091.84
POL,Department of Police,PSB 2nd District Patrol,M,68751,6147.23
POL,Department of Police,PSB 2nd District Patrol,M,68751,4475.36
POL,Department of Police,PSB 6th District Patrol,M,76227,0
POL,Department of Police,PSB 5th District Patrol,M,68751,5131.89
POL,Department of Police,PSB 3rd District Patrol,F,68751,4981.07
POL,Department of Police,PSB 5th District Patrol,M,66424,21559.7
POL,Department of Police,PSB 5th District Patrol,M,73647,2337
POL,Department of Police,PSB 4th District Patrol,M,68751,3370.84
POL,Department of Police,PSB 5th District Patrol,M,73647,3858.91
POL,Department of Police,PSB 4th District Patrol,F,68751,3903.22
POL,Department of Police,PSB 3rd District Patrol,M,68751,1691.32
POL,Department of Police,PSB 4th District Patrol,M,73647,2515.69
POL,Department of Police,PSB 6th District Community Action Team,M,68751,9952.46
POL,Department of Police,PSB 3rd District Patrol,M,68751,8570.52
POL,Department of Police,PSB 1st District Patrol,F,68751,5306.02
POL,Department of Police,PSB 2nd District Patrol,M,73647,16354.66
POL,Department of Police,PSB 6th District Patrol,M,71157,1024.62
POL,Department of Police,PSB 2nd District Patrol,M,68751,4183.91
POL,Department of Police,PSB 6th District Patrol,M,76227,4909.87
POL,Department of Police,PSB 5th District Patrol,M,68751,1426.6
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,68751,12714.41
POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,M,68751,22744.76
POL,Department of Police,PSB 4th District Special Assignment Team,M,68751,11231.98
POL,Department of Police,PSB 4th District Special Assignment Team,F,68751,16637.05
POL,Department of Police,PSB 4th District Patrol,M,78894,9670.42
POL,Department of Police,PSB 4th District Community Action Team,M,68751,16476.83
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,M,76227,0
POL,Department of Police,PSB 5th District Patrol,M,68751,14949.61
POL,Department of Police,PSB 6th District Patrol,M,68751,867.7
POL,Department of Police,PSB 1st District Community Action Team,M,68751,22211.16
POL,Department of Police,ISB Family Crimes Division Family Outreach Section,M,71157,9637.59
POL,Department of Police,PSB 5th District Patrol,M,78894,0
POL,Department of Police,PSB 3rd District Patrol,M,68751,790.42
POL,Department of Police,ISB Family Crimes Division Child Abuse Sexual Assault Section,M,68751,2829.27
POL,Department of Police,PSB 5th District Patrol,M,68751,10875.38
POL,Department of Police,PSB 3rd District Patrol,F,68751,7870.29
POL,Department of Police,ISB Criminal Investigations Division 3rd District Investigative Section,F,68751,3895.11
POL,Department of Police,PSB 6th District Patrol,M,68751,7084.96
POL,Department of Police,PSB 2nd District Patrol,M,68751,5831.94
POL,Department of Police,PSB 2nd District Patrol,F,68751,2081.69
POL,Department of Police,PSB 6th District Patrol,F,68751,5808.83
POL,Department of Police,PSB 5th District Patrol,M,81657,56.9
POL,Department of Police,PSB 2nd District Patrol,M,68751,287.42
POL,Department of Police,PSB 3rd District Patrol,M,68751,12277.33
POL,Department of Police,MSB Management and Budget Division,F,81309.85,156.41
POL,Department of Police,MSB Information Management and Technology DivisioinCrime Analysis Section,F,62509.52,374.76
POL,Department of Police,FSB Animal Services Division,M,62758.68,0
POL,Department of Police,FSB Animal Services Division,F,65894.57,7642.14
POL,Department of Police,FSB Traffic Division School Safety Section,M,20378.79,0
POL,Department of Police,FSB Animal Services Division,F,47851.85,3608.86
POL,Department of Police,MSB Communications Division,F,50786.26,2863.48
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,90177.33,737.43
POL,Department of Police,PSB 5th District Patrol,M,68751,3489.05
POL,Department of Police,ISB Major Crimes Division Homicide and Sex Section,M,78894,20978.52
POL,Department of Police,PSB 3rd District Patrol,M,68751,7626.49
POL,Department of Police,FSB Security Services Division,M,56826.84,4511.5
POL,Department of Police,FSB Animal Services Division,M,47851.85,9853.05
POL,Department of Police,MSB Personnel Division,F,87357.69,523.71
POL,Department of Police,FSB Animal Services Division,F,46882.49,3537.54
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,M,144751,0
POL,Department of Police,FSB Animal Services Division,F,56826.83,51.51
POL,Department of Police,FSB Animal Services Division,F,46882.49,8244.88
POL,Department of Police,FSB Animal Services Division,F,56826.58,2634.5
POL,Department of Police,PSB 3rd District Patrol,F,84992,4903.49
POL,Department of Police,FSB Traffic Division School Safety Section,F,20378.8,0
POL,Department of Police,FSB Animal Services Division,F,46882.49,4846.48
POL,Department of Police,MSB Communications Division,F,52564.08,2842.26
POL,Department of Police,MSB Communications Division,M,70675.27,7191.69
POL,Department of Police,MSB Communications Division,F,63332.39,11635.57
POL,Department of Police,MSB Communications Division,M,59844.22,345.28
POL,Department of Police,MSB Communications Division,F,63137.69,8682.35
POL,Department of Police,MSB Communications Division,F,66499.02,10988.05
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,86888.44,0
POL,Department of Police,PSB 4th District Patrol,M,68751,13943.04
POL,Department of Police,PSB 5th District Patrol,M,68751,0
POL,Department of Police,PSB 3rd District Patrol,M,68751,7787.1
POL,Department of Police,PSB 2nd District Patrol,M,68751,14244.47
POL,Department of Police,PSB 2nd District Patrol,M,68751,5891.04
POL,Department of Police,PSB 3rd District Patrol,M,68751,17177.34
POL,Department of Police,PSB 1st District Patrol,F,68751,17710.94
POL,Department of Police,PSB 4th District Patrol,M,68751,998.71
POL,Department of Police,PSB 2nd District Patrol,M,65476,410.62
POL,Department of Police,PSB 2nd District Patrol,M,66424,45.63
POL,Department of Police,PSB 4th District Community Action Team,F,68751,8065.95
POL,Department of Police,PSB 2nd District Patrol,F,68751,1515.25
POL,Department of Police,PSB 3rd District Patrol,M,68751,7746.26
POL,Department of Police,PSB 4th District Patrol,M,68751,13202.32
POL,Department of Police,PSB 3rd District Patrol,M,68751,16699.02
POL,Department of Police,PSB 1st District Patrol,F,68751,433.42
POL,Department of Police,PSB 2nd District Community Action Team,M,68751,13408.65
POL,Department of Police,PSB 4th District Patrol,M,68751,6911.87
POL,Department of Police,PSB 3rd District Patrol,F,68751,9197.01
POL,Department of Police,PSB 2nd District Patrol,M,68751,7254.69
POL,Department of Police,PSB 4th District Patrol,M,68751,5921.03
POL,Department of Police,PSB 4th District Patrol,F,68751,7554.01
POL,Department of Police,PSB 4th District Patrol,M,73647,2074.38
POL,Department of Police,PSB 4th District Patrol,M,71157,793.01
POL,Department of Police,PSB 4th District Patrol,M,76227,3606.45
POL,Department of Police,PSB 3rd District Patrol,M,68751,638.7
POL,Department of Police,PSB 4th District Patrol,M,76227,317.42
POL,Department of Police,PSB 3rd District Patrol,M,68751,7256.1
POL,Department of Police,PSB 1st District Community Action Team,M,81657,0
POL,Department of Police,PSB 5th District Patrol,F,68751,228.12
POL,Department of Police,PSB 3rd District Patrol,M,68751,7673.36
POL,Department of Police,PSB 5th District Patrol,M,68751,7549.93
POL,Department of Police,PSB 4th District Patrol,M,68751,13478.45
POL,Department of Police,PSB 5th District Patrol,M,71157,1576.96
POL,Department of Police,PSB 3rd District Patrol,M,68751,1489.66
POL,Department of Police,PSB 4th District Patrol,F,68751,9309.71
POL,Department of Police,PSB 3rd District Patrol,F,68751,7816.55
POL,Department of Police,PSB 3rd District Patrol,M,68751,9172.18
POL,Department of Police,PSB 4th District Patrol,M,81657,0
POL,Department of Police,HQ Office of the Chief,M,68751,7441.75
POL,Department of Police,PSB 1st District Patrol,M,68751,3871.02
POL,Department of Police,PSB 5th District Patrol,M,81657,413.19
POL,Department of Police,MSB Information Management and Technology Division,M,63000.36,2205.96
POL,Department of Police,FSB Security Services Division,M,71599.13,6071.63
POL,Department of Police,MSB Personnel Division Background Section,M,90848,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,18024.63,0
POL,Department of Police,FSB Animal Services Division,F,54327.78,0
POL,Department of Police,MSB Communications Division,F,54957.85,10121.92
POL,Department of Police,MSB Communications Division,M,59844.22,19105.7
POL,Department of Police,MSB Communications Division,F,63332.39,17974.69
POL,Department of Police,MSB Communications Division,F,63332.39,24186.4
POL,Department of Police,FSB Animal Services Division,M,162707.55,0
POL,Department of Police,MSB Policy and Planning Division,M,90848,0
POL,Department of Police,FSB Animal Services Division,M,60636.56,3465.31
POL,Department of Police,MSB Communications Division,M,58276.97,304.13
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,52979.07,886.7
POL,Department of Police,MSB Communications Division,M,58276.97,12457.5
POL,Department of Police,MSB Communications Division,F,58276.97,6653.9
POL,Department of Police,PSB 3rd District Patrol,M,63260,15381.52
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,83947.66,0
POL,Department of Police,PSB 3rd District Patrol,M,70139,8293.57
POL,Department of Police,PSB 5th District Educational Facilities Officers,M,75136,0
POL,Department of Police,PSB 6th District Patrol,M,78894,2332.73
POL,Department of Police,ISB Criminal Investigations Division Financial Crimes Section,M,78894,19089.54
POL,Department of Police,PTS ACS Work Crew,M,62358,1192.31
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.66,0
POL,Department of Police,FSB Animal Services Division,M,164917.9,0
POL,Department of Police,MSB Information Management and Technology Division,F,126584,0
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.66,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.66,0
POL,Department of Police,HQ Office of the Chief,F,57771.25,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.66,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.66,0
POL,Department of Police,PSB 5th District Patrol,M,75136,6727.75
POL,Department of Police,PSB 4th District Patrol,M,72595,8946.65
POL,Department of Police,PSB 4th District Patrol,F,63260,3781.45
POL,Department of Police,PSB 4th District Patrol,M,63260,4512.8
POL,Department of Police,PSB 2nd District Patrol,F,63260,8715.08
POL,Department of Police,PSB 3rd District Patrol,F,63260,4723.25
POL,Department of Police,PSB 2nd District Traffic Squad,M,75136,751.34
POL,Department of Police,PSB 4th District Patrol,M,63260,5897.68
POL,Department of Police,PSB 3rd District Patrol,M,67768,1182.15
POL,Department of Police,PSB 5th District Patrol,F,63260,562.59
POL,Department of Police,PSB 4th District Patrol,M,70139,1222.17
POL,Department of Police,PSB 3rd District Patrol,M,63260,4902.31
POL,Department of Police,PSB 5th District Patrol,M,63260,0
POL,Department of Police,PSB 2nd District Patrol,F,63260,1715.91
POL,Department of Police,PSB 4th District Patrol,F,63260,4604.58
POL,Department of Police,PSB 4th District Patrol,M,63260,8597.44
POL,Department of Police,PSB 3rd District Patrol,M,60247,125.94
POL,Department of Police,PSB 4th District Patrol,M,75136,8272.7
POL,Department of Police,FSB Animal Services Division,F,60199.18,369.21
POL,Department of Police,MSB Communications Division,F,61190.82,5474.86
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,46882.49,714.06
POL,Department of Police,MSB Communications Division,M,58276.98,5221.62
POL,Department of Police,MSB Communications Division,F,61190.83,15343.83
POL,Department of Police,MSB Communications Division,F,61190.82,9529.75
POL,Department of Police,MSB Communications Division,M,58276.99,10940.24
POL,Department of Police,MSB Communications Division,F,53099.49,5913.89
POL,Department of Police,MSB Communications Division,M,58276.98,5970.22
POL,Department of Police,MSB Communications Division,F,61190.83,22587.92
POL,Department of Police,MSB Training and Education Division,M,86308.83,2980.37
POL,Department of Police,FSB Traffic Division School Safety Section,F,19689.7,0
POL,Department of Police,FSB Animal Services Division,F,46233.18,5215.83
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.7,0
POL,Department of Police,ISB Criminal Investigations Division Forensic Services Section,M,60199.18,5043.83
POL,Department of Police,MSB Information Management and Technology Division,F,114667.44,0
POL,Department of Police,FSB Traffic Division School Safety Section,M,19689.7,0
POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,M,80760.4,0
POL,Department of Police,MSB Communications Division,F,61190.84,10365.2
POL,Department of Police,MSB Communications Division,F,61190.84,5605.91
POL,Department of Police,MSB Communications Division,M,61190.84,3988.3
POL,Department of Police,MSB Communications Division,F,55628.04,19475.48
POL,Department of Police,MSB Communications Division,F,61190.84,7305.63
POL,Department of Police,MSB Communications Division,F,61190.84,5582.57
POL,Department of Police,MSB Communications Division,F,59121.59,6929.19
POL,Department of Police,MSB Communications Division,F,61190.84,12516.71
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,109761,3096.64
POL,Department of Police,FSB Security Services Division,M,45309.45,23347.54
POL,Department of Police,MSB Communications Division,M,53746.88,11593.56
POL,Department of Police,MSB Communications Division,M,59121.57,27038.49
POL,Department of Police,MSB Communications Division,M,53746.88,5580.31
POL,Department of Police,MSB Communications Division,F,55628.04,6553.74
POL,Department of Police,MSB Communications Division,F,55628.04,9574.08
POL,Department of Police,MSB Communications Division,F,55628.04,6000.98
POL,Department of Police,MSB Communications Division,F,53746.88,11040.77
POL,Department of Police,MSB Communications Division,F,53746.88,8131.35
POL,Department of Police,MSB Information Mgmt and Tech Division Records Management Section,F,46534.11,49.23
POL,Department of Police,FSB Traffic Division School Safety Section,M,19023.87,0
POL,Department of Police,MSB Management and Budget Division Central Supply Section,M,77677.94,0
POL,Department of Police,MSB Information Mgmt and Tech Division Telephone Reporting Section,F,53048.75,8620.48
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,124306.6,0
POL,Department of Police,ISB Criminal Investigations Division Crime Laboratory Section,F,75885.05,0
POL,Department of Police,FSB Animal Services Division,F,53048.75,299.32
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.87,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.87,0
POL,Department of Police,FSB Traffic Division Automated Traffic Enforcement Section,M,54192.5,0
POL,Department of Police,PSB 3rd District Patrol,M,56241,1470.55
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.87,0
POL,Department of Police,MSB Information Management and Technology Division,M,115099,0
POL,Department of Police,FSB Traffic Division School Safety Section,F,19023.87,0
POL,Department of Police,FSB Animal Services Division,M,45317.13,6514.6
POL,Department of Police,PSB 6th District Patrol,F,61120,3222.91
POL,Department of Police,PSB 3rd District Patrol,M,61120,0
POL,Department of Police,PSB 5th District Patrol,M,61120,13238.11
POL,Department of Police,PSB 3rd District Patrol,M,67768,1167.37
POL,Department of Police,PSB 5th District Patrol,F,61120,440.79
POL,Department of Police,PSB 4th District Patrol,M,61120,6650.28
POL,Department of Police,PSB 4th District Patrol,M,72595,3826.08
POL,Department of Police,PSB 6th District Patrol,M,61120,7555.72
